date,FU897005005.Q,FU157005005.Q,FU107005005.Q,FU317005005.Q,FU217005005.Q,FU797005005.Q,FU717005005.Q,FU767005005.Q,FU757005005.Q,FU747005005.Q,FU477005005.Q,FU517005005.Q,FU547005005.Q,FU657005005.Q,FU407005005.Q,FU677005005.Q,FU617005005.Q,FU647005005.Q,FU667005005.Q,FU737005005.Q,FU267005005.Q
1952:Q2,3691,1080,4689,-3315,1252,-35,4,-86,2,0,9,22,344,14,2,0,-325,0,1,-23,21
1952:Q3,-6124,-3882,-508,-2425,691,-110,-3,110,0,1,10,31,-63,0,-2,0,-183,0,5,-17,109
1952:Q4,-9842,-1722,-7258,-988,506,-160,66,63,5,0,9,-34,67,-47,7,0,-281,0,6,-21,-220
1953:Q1,-12923,-7225,-3634,-3608,1147,76,-82,138,72,0,6,-139,166,6,-6,0,-39,0,0,-47,322
1953:Q2,-10292,1969,-9466,-3974,536,-75,17,-166,0,-1,10,-13,146,-9,4,0,-18,0,4,-48,718
1953:Q3,-8472,-3482,-4140,-1858,533,30,-28,-104,0,0,10,-44,129,-14,-1,0,130,0,2,-50,445
1953:Q4,15400,-1874,17841,-372,278,-189,90,72,0,0,14,9,-260,-7,4,0,-70,0,6,-49,-284
1954:Q1,2567,-5515,12186,-4545,956,63,-78,-54,2,0,17,-43,135,0,0,0,134,0,4,-54,-578
1954:Q2,13157,3041,16036,-5537,10,-434,8,-195,1,-1,18,-147,77,0,3,0,-149,0,3,-53,41
1954:Q3,16180,-3053,20151,-395,222,-413,7,6,2,1,18,-80,151,-8,-2,0,-457,0,3,-53,-333
1954:Q4,5253,-247,6087,667,47,-949,62,-152,2,0,21,-119,-216,-94,3,0,-407,0,3,-52,-351
1955:Q1,-3784,-5666,6094,-6245,865,791,-46,275,1,-0,13,57,63,-25,1,0,514,0,1,-62,379
1955:Q2,22782,2946,24185,-4675,-288,37,-5,45,2,1,17,-52,225,-8,2,0,-122,0,2,-67,577
1955:Q3,12895,-3903,17317,-75,24,-395,-13,88,1,1,17,-130,25,-26,-4,0,-281,0,1,-73,-74
1955:Q4,7524,-764,8190,854,-365,-201,65,155,2,-0,19,-75,-11,-149,3,0,-134,0,2,-78,-192
1956:Q1,8529,-6129,18329,-4995,787,506,-86,165,3,-1,22,65,264,-54,-2,0,231,0,6,-106,31
1956:Q2,-12891,740,-8687,-4726,-261,-75,-6,-81,2,1,22,-12,58,-10,6,0,48,0,5,-109,117
1956:Q3,-9350,-3650,-5240,-363,214,-138,-11,110,3,-1,23,-138,-43,-23,-3,0,54,0,4,-113,-174
1956:Q4,24659,-282,24423,905,-101,-205,104,486,0,-0,25,-116,-61,-175,7,0,-371,0,10,-113,-81
1957:Q1,-23455,-6242,-14090,-5234,1198,880,-120,271,2,-0,24,61,180,-76,-20,0,635,0,6,-82,33
1957:Q2,16478,155,19593,-3569,-57,47,-5,100,3,-0,27,69,117,-9,9,0,-186,0,5,-81,311
1957:Q3,-32344,-4197,-26914,-1424,382,-136,76,-22,1,-0,28,-91,-17,-8,-3,0,-20,0,3,-82,-56
1957:Q4,4507,-707,6308,-408,4,-297,51,75,1,-1,35,-161,68,-142,3,0,-142,0,-7,-77,-395
1958:Q1,4394,-7283,15335,-4710,1101,117,-48,-113,1,-1,36,39,186,-69,0,0,154,0,5,-72,-167
1958:Q2,16632,1873,18516,-3138,-355,-137,5,-80,2,-0,35,37,294,20,7,0,-398,0,5,-65,-127
1958:Q3,26682,-4939,32758,-751,131,-150,38,-101,2,-0,34,-159,66,12,-8,0,21,0,6,-61,-367
1958:Q4,17523,144,17969,-260,314,-114,55,383,1,-1,37,-161,-248,-152,-2,0,31,0,7,-64,-530
1959:Q1,4380,-3781,8743,-2295,1200,555,-15,249,1,-0,29,1,156,30,-6,0,172,0,-4,-58,-44
1959:Q2,14725,2770,15161,-2342,-411,-135,-157,35,1,1,29,-19,12,27,13,0,-14,0,0,-63,-318
1959:Q3,-11053,-4031,-7094,-999,1231,497,-93,55,1,-0,28,-132,323,33,-8,0,357,0,1,-68,-656
1959:Q4,29612,-191,26453,4222,-303,321,247,104,2,-1,32,-209,170,47,4,0,-13,0,6,-68,-889
1960:Q1,-28582,-6401,-21884,-1244,634,278,-86,125,1,-2,34,-129,415,37,-5,0,-14,0,-1,-95,35
1960:Q2,10585,2645,11439,-2486,-409,-459,14,-254,2,-2,33,-44,221,12,12,0,-355,0,1,-98,-146
1960:Q3,-30962,-3354,-26746,411,807,-345,7,-50,2,-1,26,11,-64,-15,-9,0,-156,0,1,-96,-1735
1960:Q4,51478,-1333,49541,3921,-73,-711,65,-424,3,-2,26,40,-380,38,6,0,8,0,8,-98,133
1961:Q1,43753,-757,44799,-497,1121,209,-79,141,4,-2,27,-11,-80,30,-5,0,294,0,-3,-108,-1121
1961:Q2,-3236,581,-605,-1805,-910,-826,-76,-501,4,-1,27,-65,90,2,17,0,-210,0,-6,-107,328
1961:Q3,10046,-1683,11833,-317,559,73,73,-88,-0,-1,24,-83,172,-11,-2,0,103,0,-8,-107,-421
1961:Q4,19619,-283,17548,4214,-215,-1350,17,-482,1,-0,22,-167,-70,11,7,0,-563,0,-17,-109,-295
1962:Q1,-2852,-2305,-486,-1155,1162,331,-52,448,-2,-2,14,-175,158,18,-14,0,49,-1,-6,-106,-399
1962:Q2,718,3548,1216,-3840,-407,171,194,-150,-1,-2,12,-316,64,-8,32,0,464,0,-6,-112,30
1962:Q3,-3081,-2041,839,-786,214,300,-35,241,3,-1,6,-305,17,16,-39,0,518,0,-7,-115,-1607
1962:Q4,6424,-787,3012,5534,36,-937,-32,-500,1,-0,5,-181,-225,53,-2,0,51,0,4,-111,-435
1963:Q1,1291,-2005,2924,-164,479,294,-86,395,8,-2,3,-65,186,22,-11,0,-42,0,-6,-108,-238
1963:Q2,462,2174,1725,-3286,-324,424,25,-271,4,-1,-4,112,199,11,-12,0,489,-1,-12,-117,-251
1963:Q3,-1892,-2433,1695,-706,137,769,-65,587,4,-0,-4,184,-86,8,-10,0,284,-1,-13,-120,-1354
1963:Q4,8230,-2423,6450,4731,-76,-392,129,-122,-2,-0,-4,6,-157,-16,-7,0,-73,0,-21,-126,-60
1964:Q1,-4456,-3155,1309,-2427,966,-627,-192,154,2,-5,-15,-32,128,-51,-22,0,-450,0,-20,-125,-522
1964:Q2,851,2021,3205,-3606,-371,20,-185,-427,1,-6,-13,31,156,-69,10,0,671,-1,-17,-131,-418
1964:Q3,-6809,-6619,1833,-755,479,-192,-112,395,-11,-1,-13,61,-6,-70,-13,0,-267,-2,-18,-136,-1556
1964:Q4,11412,-1995,8604,5546,-514,123,507,-386,135,-3,-11,90,-351,-83,-7,0,389,-1,-19,-138,-351
1965:Q1,-1297,-4141,2703,-1115,636,522,-62,954,-89,-4,-12,14,64,-22,-19,0,-132,-2,-27,-144,100
1965:Q2,889,2890,2971,-4312,-335,-276,49,-294,34,-4,-11,-75,353,-31,29,0,-133,-1,-38,-155,-48
1965:Q3,-4938,-7199,3707,-812,-256,527,200,795,8,-3,-13,77,-119,-45,-29,0,-142,-1,-40,-161,-905
1965:Q4,3239,-2550,2643,5969,-1386,-746,-43,-14,15,-5,-9,217,-480,-47,-9,0,-144,0,-55,-174,-691
1966:Q1,-7194,-7176,735,-1129,302,-112,-433,703,-28,-2,-9,385,-384,49,-19,0,-184,-2,-26,-164,186
1966:Q2,-145,1927,3122,-5836,-202,314,169,-104,41,-1,-6,-44,527,46,32,0,-167,-1,-12,-167,529
1966:Q3,-7551,-9055,2474,-638,296,559,-109,646,-42,-2,-12,-76,493,24,-22,0,-160,-1,-11,-170,-1186
1966:Q4,10676,-1576,8736,5511,-764,-883,333,-361,-10,-3,-6,-72,-510,21,9,0,-127,-1,11,-167,-348
1967:Q1,-6582,-7632,4447,-3098,839,-853,-350,271,-57,-2,-2,201,-614,78,-14,0,-179,-2,-25,-160,-286
1967:Q2,1893,2202,3997,-3804,-846,-123,180,-7,30,-2,1,11,-40,41,30,0,-177,-1,-37,-153,468
1967:Q3,-5988,-8592,3059,-5,694,137,-39,317,20,-1,-3,173,27,45,-29,0,-179,-2,-42,-149,-1280
1967:Q4,8838,6828,6046,6227,-1163,-8720,407,-9072,72,-1,1,99,113,55,-7,0,-182,-2,-52,-152,-381
1968:Q1,-8066,-16967,2679,-1373,493,7303,-474,8083,-29,1,-6,104,125,47,-17,0,-291,0,-47,-194,-201
1968:Q2,3099,3368,4062,-3335,-735,-923,-409,-237,4,1,-4,-59,213,70,48,0,-301,0,-40,-207,663
1968:Q3,-1048,-6523,6004,979,-241,-192,17,690,-6,-1,-8,-138,-172,-31,45,0,-341,0,-38,-208,-1076
1968:Q4,13787,3026,5235,6672,-249,-591,700,-407,18,-2,-1,-147,-115,12,-13,0,-359,0,-65,-211,-308
1969:Q1,-7002,-7729,1066,-1688,2007,1096,-267,1690,25,-30,-5,274,-68,25,13,0,-264,0,-53,-244,-1752
1969:Q2,5304,5091,4818,-4678,486,510,-141,182,56,-41,-2,245,695,13,68,0,-251,0,-52,-260,-924
1969:Q3,1019,-5042,3924,786,1377,2307,291,2302,-17,-4,-5,156,75,6,132,0,-275,0,-57,-297,-2332
1969:Q4,6053,-4361,7769,6242,212,358,407,401,20,-4,5,124,97,11,-87,0,-273,0,-38,-304,-4168
1970:Q1,-9856,-11077,1561,-1940,1713,77,-686,2300,63,-5,9,-336,-389,2,-211,0,-261,0,-100,-310,-190
1970:Q2,-1232,1476,2383,-4184,918,-255,-85,365,101,-4,13,-315,297,-51,58,0,-255,0,-100,-278,-1571
1970:Q3,-5900,-14356,7072,-667,1482,1839,0,2554,-79,-6,8,-40,92,-52,24,0,-261,0,-103,-299,-1270
1970:Q4,9802,-3511,7891,4854,893,633,95,996,-23,-5,18,-379,589,-52,23,0,-246,0,-91,-293,-959
1971:Q1,-13234,-13049,4722,-3191,2530,147,-349,1456,54,-10,-2,46,-329,-40,-38,0,-101,0,-123,-417,-4393
1971:Q2,-2352,-2372,5553,-3345,624,159,18,201,203,-9,-5,-396,810,-19,-8,0,-82,0,-125,-429,-2970
1971:Q3,-9378,-6276,2712,-422,1691,790,-91,1938,-153,-11,-14,-362,235,-46,-29,0,-77,0,-123,-478,-7874
1971:Q4,6694,-1076,6205,6330,-337,-1618,235,-930,-169,-12,-5,-385,263,-12,39,0,-60,0,-133,-448,-2811
1972:Q1,-19298,-15948,1602,-2964,1733,637,-224,1199,316,-8,-2,-45,134,-15,-28,0,-42,0,-118,-531,-4357
1972:Q2,-2319,-174,2218,-6438,1014,1076,-95,1200,213,-9,-3,-257,716,9,8,0,-37,0,-126,-544,-14
1972:Q3,-13689,-16120,4893,-24,375,365,234,1591,-106,-7,-13,-290,-320,-14,-35,0,-43,0,-85,-547,-3178
1972:Q4,-3554,-6998,-4225,7801,76,249,298,1616,-814,-7,-2,-100,-98,-62,16,0,7,0,-95,-511,-457
1973:Q1,-43498,-11874,-2924,-4199,406,-2213,-400,-636,-388,-3,29,21,-346,-19,-88,0,-2,0,162,-544,-22695
1973:Q2,2273,-2489,7091,-1718,-2058,147,-13,-230,577,-4,31,-23,502,-80,-59,0,-68,0,62,-547,1301
1973:Q3,-2898,-12111,11596,68,1121,-1166,-40,-993,123,-16,9,-69,-133,-149,-75,0,10,0,720,-551,-2406
1973:Q4,6333,-5427,5283,5151,-1408,-1399,391,-871,-155,-14,22,-78,-54,-125,-21,0,-33,0,62,-522,4133
1974:Q1,-13012,-7606,1405,-28,650,1234,-428,1998,885,-3,90,-108,-606,-123,-56,0,-62,0,183,-536,-8666
1974:Q2,19288,14496,4140,-965,-1631,-1548,-7,-383,-1065,-4,95,-54,893,-113,-67,0,-262,0,-3,-578,4795
1974:Q3,1058,5813,-11026,-418,2045,3510,43,2106,1476,-1,73,21,624,-83,-107,0,-286,0,219,-575,1135
1974:Q4,15187,-792,11456,2174,2967,-655,406,-847,166,0,83,170,8,-39,-44,0,-146,0,116,-527,37
1975:Q1,-10789,-20219,9535,-2344,131,1570,-262,1785,692,-8,6,-264,123,-74,-31,0,-150,0,291,-538,538
1975:Q2,4102,-4307,12073,-5129,-1555,919,-101,1333,-422,-10,-3,64,816,-83,-221,0,-82,0,100,-474,2102
1975:Q3,4869,-12244,16140,1512,-992,3560,-47,3633,936,16,-25,-309,-59,-108,-189,0,60,0,116,-463,-3106
1975:Q4,4123,-15573,15378,5245,-258,-2744,493,-2669,-416,15,-12,-753,355,-98,226,0,-9,0,599,-473,2073
1976:Q1,-1144,-12932,7201,-646,1290,1567,-258,3736,554,60,13,-1557,-117,-103,-39,0,-364,0,8,-365,2376
1976:Q2,-384,-9540,1194,-267,-310,2033,187,1201,-53,50,17,-24,1549,-106,-201,0,-219,0,80,-448,6506
1976:Q3,3049,-7452,16532,-1921,596,-1102,-401,731,-236,-1,6,-984,623,-136,-107,0,-146,0,50,-502,-3605
1976:Q4,415,-22684,20479,4527,-3176,-4367,329,-3708,536,-2,24,-737,-410,-127,2,0,83,0,204,-563,5637
1977:Q1,-6167,-18114,10033,1960,-1193,1353,-570,3395,111,20,167,-625,306,-128,-301,0,-301,0,-168,-554,-208
1977:Q2,8950,8851,5502,-4473,-1832,-926,74,-691,523,16,164,-429,524,-141,-212,0,-313,0,116,-556,1827
1977:Q3,-9182,-9907,9433,-236,-2221,1599,17,568,1567,-53,154,-521,640,-150,-131,0,-49,0,120,-564,-7850
1977:Q4,2548,-6696,10857,9697,-3666,-3619,465,-3014,-260,-73,167,-642,700,-111,75,0,-266,0,-54,-606,-4026
1978:Q1,-5271,-16353,11070,-497,348,994,-445,3185,-132,-5,55,363,116,-70,-142,0,-469,0,34,-1494,-832
1978:Q2,21086,10642,14724,-6652,-2485,183,101,-424,736,-6,39,730,1405,-46,-163,0,-421,0,-286,-1482,4675
1978:Q3,-12450,-6757,9514,-3760,791,-3593,77,-990,852,-20,0,-901,-342,-49,-160,0,-548,0,12,-1524,-8646
1978:Q4,6226,-7867,9160,11897,-3508,-6453,41,-5845,770,-21,-21,-966,1326,-40,144,0,-505,0,218,-1553,2998
1979:Q1,11469,-6772,15843,194,-627,2279,300,3048,981,-11,43,205,60,32,-125,0,-478,0,-53,-1724,553
1979:Q2,5274,4321,4545,-7936,-2279,-4313,-602,-2740,-120,-11,26,1326,17,-11,-313,0,-315,0,167,-1736,10936
1979:Q3,-98,487,6522,-3005,2239,-6961,-7,-4577,526,-12,-20,38,-376,-135,-195,0,-174,0,-239,-1790,619
1979:Q4,9618,-16837,13574,11029,-5582,-3608,1347,-2919,754,-12,-76,-172,1033,-259,379,0,-1446,0,-312,-1924,11042
1980:Q1,12458,-13168,35993,-4261,646,-9525,-1604,-4629,284,-13,-43,1024,-1166,-178,-296,0,488,0,-1073,-2319,2773
1980:Q2,9930,-9407,18237,-4999,-2551,384,219,-3965,-1182,-14,-10,1355,1440,-253,74,0,-3026,0,8131,-2387,8266
1980:Q3,-23585,-25352,9551,-3494,142,-7335,-368,-4875,1195,-14,17,521,-175,53,31,0,-1545,0,299,-2473,2902
1980:Q4,3589,-29720,29920,8216,-4481,-4339,1126,-6722,571,-12,39,356,2132,206,14,0,412,0,127,-2586,3992
1981:Q1,4140,-24667,19365,659,2761,-1541,351,-2500,4167,-15,46,-269,670,546,-38,0,-906,0,-851,-2740,7562
1981:Q2,-16940,-6884,5757,-7814,-6052,-2887,-623,-3427,18,-15,110,770,558,863,-223,0,-126,0,1987,-2778,940
1981:Q3,-23588,-39674,16966,-297,1989,1829,-324,-3122,3489,-17,190,-201,1123,1024,69,0,-923,0,3209,-2688,-4401
1981:Q4,-20990,-62086,158,19503,-1468,-7323,413,3613,-1747,-16,282,660,2182,1217,544,0,-884,0,-10337,-3252,30225
1982:Q1,21135,-43763,34278,-103,2231,-17975,-454,-15433,-303,-17,222,-33,56,1119,355,0,-536,0,646,-3597,46467
1982:Q2,9419,-17179,18571,-7328,-2110,-2685,-162,-10884,7001,-16,230,-680,2910,1389,422,0,-411,0,1075,-3558,20150
1982:Q3,-15401,-52887,8530,2039,5155,9866,123,3977,8058,-16,175,-619,1894,1129,381,0,-698,0,-893,-3645,11897
1982:Q4,1203,-14720,3621,15405,-3408,-13282,491,-1048,-10248,-17,103,1628,-1110,733,789,0,-8,0,-636,-3960,13587
1983:Q1,-14721,-27653,21713,-3088,-2653,-12322,-369,43,-1569,-17,158,-1279,-3558,379,110,0,-2184,0,-78,-3961,9282
1983:Q2,-23700,-36751,5980,-4865,-2029,5411,-293,5885,7362,-18,43,-1079,-1693,125,-78,0,-418,0,-696,-3730,8553
1983:Q3,-20676,-57296,22971,-6264,8975,-7454,-314,-135,2354,-17,-39,-829,-2845,-140,-229,0,-828,0,-757,-3675,18391
1983:Q4,13294,-12809,27615,11751,-1969,29702,714,13839,15751,-18,-20,1927,426,-29,173,0,289,0,577,-3927,-40996
1984:Q1,22932,-9085,20788,-4943,-58,-23859,-291,-9026,-12341,-19,319,431,137,702,-252,0,-568,0,950,-3900,40090
1984:Q2,-24059,-28116,-157,3894,-4206,-5201,-130,-2708,3250,-19,21,-521,-1526,1037,21,0,361,0,-1209,-3780,9728
1984:Q3,-24716,-6140,-34527,-1968,-1569,11866,-174,16967,1999,-19,11,-598,-1863,1411,-139,0,-808,0,-662,-4259,7622
1984:Q4,-51921,-29107,-42291,10107,-6309,5720,44,9352,-894,-20,19,-83,2781,1583,-27,0,-1015,0,-1369,-4651,9960
1985:Q1,-1251,-49134,38495,-2275,-659,-5094,-1034,-107,6686,-21,-45,-2746,-4267,1515,-176,0,-806,0,569,-4664,17415
1985:Q2,4335,11975,13762,-3193,-15536,-1282,-155,3147,3215,-22,-99,-16,-2654,907,-251,0,-1035,0,213,-4533,-1390
1985:Q3,50438,15022,18324,3278,6143,-1216,100,3134,1380,-22,-107,410,-4933,762,530,0,-992,0,2955,-4436,8888
1985:Q4,-23902,-22842,-6274,21266,-9670,-6202,849,12454,-16293,-22,-147,2297,-1910,268,1790,0,-1208,0,173,-4453,-180
1986:Q1,-30592,-57378,11482,4990,-1116,-3476,-533,7279,2670,-37,-166,-2574,-1643,778,696,0,-3041,0,-2821,-4084,14906
1986:Q2,-38007,-22628,-8080,3569,-6430,-2333,-581,8663,-7504,-29,-222,-1962,-2964,687,292,0,-3910,0,7389,-2192,-2105
1986:Q3,-31502,-24956,-5663,1305,1254,-18864,256,-1078,2346,-29,-372,-1893,-6509,1784,-212,0,-532,0,-6582,-6044,15423
1986:Q4,-90989,-93207,5832,16508,-19672,-5403,343,-6637,2839,-29,-352,3088,703,2720,251,0,1406,0,-4118,-5616,4951
1987:Q1,-33811,-29723,10225,-115,-2115,-12223,-511,2160,-4326,-1,-261,-2358,-216,2298,-48,0,-3384,0,208,-5784,139
1987:Q2,-53830,-19297,14617,-17910,-10609,-32929,965,-29103,2285,4,-177,-773,-2513,2577,-211,0,-131,0,-1008,-4845,12298
1987:Q3,-48849,-57027,10120,-649,7466,-1868,-2312,4364,8441,3,-191,-1187,-1728,2331,277,0,-2490,0,-2287,-7090,-6890
1987:Q4,-13769,-48286,2869,21180,-11240,4293,16,1747,-378,-0,-85,1092,-3794,1389,16,0,-274,0,5965,-1402,17415
1988:Q1,-12493,-67388,48375,6163,8949,2105,1070,8069,367,-19,-221,-3532,-1449,407,-623,0,-1012,0,307,-1257,-10696
1988:Q2,-22908,-9783,8529,-1817,-4249,-5312,19,8143,3511,-21,-188,-3978,592,-551,-117,0,-3069,0,-1306,-8346,-10276
1988:Q3,-32405,-42470,779,6331,7445,-26730,-713,-2486,-2939,-24,-199,-4192,-4804,-909,385,0,-5305,0,1470,-7016,22240
1988:Q4,-69221,-56898,-23189,30048,-3284,5048,1068,2377,10848,-26,-204,-111,3730,-739,-6,0,-2601,0,-3480,-5808,-20946
1989:Q1,21319,7853,13602,4926,35,-25899,-1192,-5954,-3353,132,-1237,-2828,-3089,-807,-647,0,-916,0,-475,-5535,20801
1989:Q2,4930,20203,13306,-10240,-20465,-8720,2002,2628,2949,-30,-98,-2499,97,-598,-170,0,-4157,0,-1927,-6917,10846
1989:Q3,38621,5278,28575,23757,4323,-36901,3068,-1943,-20265,-31,-250,-3983,-2005,-324,1010,0,-9136,0,-2158,-885,13589
1989:Q4,11622,-53946,22306,32993,-10919,11678,4409,714,8563,-32,996,3144,4162,-359,-356,0,1056,0,-5946,-4673,9509
1990:Q1,-87128,-74243,34326,-6459,-6306,-22171,180,-5270,-7554,-19,-326,-2823,-5557,37,210,0,1799,0,504,-3351,-12275
1990:Q2,16203,-8295,8752,-3303,-11667,10679,-242,12559,-1096,-17,179,-1086,1620,118,-360,0,3467,0,845,-5309,20038
1990:Q3,-60215,-51270,5024,-2059,6939,-15017,64,8786,-973,-15,-302,-2482,-9176,-585,-360,0,-1672,0,-2713,-5591,-3831
1990:Q4,-39701,-85922,18119,26925,-8801,-5440,-2092,4678,-5083,-109,177,-5793,2334,-1100,-801,0,4872,0,-1385,-1139,15418
1991:Q1,-11215,-53848,48450,-5680,-2890,-17227,-808,23836,-11045,31,-62,-854,-21392,205,-891,0,-3950,0,-1027,-1272,19980
1991:Q2,-41334,23424,-9737,-7296,-5705,1918,-2422,20607,-20185,39,225,-6237,-3986,-644,-51,0,16675,0,-119,-1985,-43939
1991:Q3,41369,-35414,20837,41701,7233,-2202,-2668,-643,10619,37,-41,-3989,-2621,-1013,-659,0,-769,0,447,-902,9213
1991:Q4,56667,-42720,38923,20542,1339,32808,3651,5671,-6669,-1,184,2366,22808,-1036,-180,0,4763,0,1441,-190,5775
1992:Q1,55946,-77440,157392,17238,-6645,3174,-2210,5898,9074,-34,468,-1035,-8265,-522,-285,0,-1542,0,5302,-3674,-37774
1992:Q2,41069,26128,11154,-2163,-7568,8605,-1969,7500,5938,-35,134,1453,-3858,-388,-1030,0,7979,-5,722,-7838,4913
1992:Q3,-12736,-50959,40527,4508,-663,-5150,2863,8181,-13495,-36,208,-8266,-1514,-665,-421,0,5118,2,6259,-3384,-999
1992:Q4,17946,-20482,14238,28571,-14260,23500,-1746,989,3568,-39,488,745,15458,-1212,-823,0,6031,9,4067,-4035,-13622
1993:Q1,-51307,-21279,1145,-10919,12813,-22430,172,-3192,-7127,-118,308,-3879,-10592,-1671,-833,0,3510,-4,8292,-7295,-10637
1993:Q2,-7541,-9027,-10362,-7240,6382,-11224,588,7404,173,-119,322,-3196,-11352,-1267,-696,0,-2728,0,7114,-7466,23929
1993:Q3,-44914,-23784,-4441,-2653,5475,-9016,61,-1601,-688,-99,189,-6532,-1028,-804,-1281,0,6667,1,3856,-7758,-10494
1993:Q4,-37593,-6884,-9986,28628,-14600,-16237,-594,-110,1011,-84,490,4124,-239,80,-858,0,-9764,-1,1749,-12043,-18513
1994:Q1,-137235,-133335,33122,-6799,5517,12010,-736,22404,8644,-87,558,-12382,-16406,-101,-1255,0,6250,-1,7933,-2811,-47749
1994:Q2,-21096,-20496,-18901,-2541,-23190,10940,-13,13847,-4368,14,613,-1352,5687,-385,-1101,0,7822,1,-2329,-7496,33092
1994:Q3,-34267,-1864,-7634,1584,-5129,-29491,95,-25175,24,-80,297,-1788,-5018,-1629,-748,0,10520,2,2895,-8886,8268
1994:Q4,-79200,3641,-69589,7489,-41209,9169,128,5964,3334,-18,846,-4288,187,-3099,-1399,0,9891,-3,2232,-4605,11299
1995:Q1,-26542,-45498,45318,-20716,-14248,-5169,-1500,30680,-12519,-52,278,91,-14384,-1380,-1472,0,814,755,6984,-13464,13770
1995:Q2,-66286,-23406,8577,-19638,-17702,-30138,-1192,-29126,2841,-64,64,4423,4614,-1148,-1504,0,3074,186,633,-12937,16020
1995:Q3,-5825,14349,27646,16004,-25366,-20048,-3207,3328,-1828,-46,419,-9771,-3613,-1163,-789,0,2649,91,5608,-11726,-18411
1995:Q4,-8198,-66034,10155,29541,-14364,7111,-75,20767,610,-241,280,7018,-6013,-1606,-994,0,3591,48,-4800,-11473,25394
