1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q4,219426,3366,6337,0,3041,41026,3242,6419,3358,28007,2372,56066,1895,105323,0,2670,92774,9879,222589
1975:Q1,223461,3626,6622,0,3211,44349,3797,7217,3645,29690,2409,66166,2065,95013,0,3035,81634,10344,226918
1975:Q2,227557,3915,6970,0,3575,47128,4505,7887,3822,30914,2378,79204,2301,82086,0,3436,67154,11496,231246
1975:Q3,231698,4183,7331,0,4042,49977,5068,8922,3885,32102,2366,71922,2559,89318,0,3431,72709,13178,235574
1975:Q4,235814,4400,7661,0,4346,52530,5440,9297,4264,33529,2383,77759,2795,83940,0,3665,66095,14180,239903
1976:Q1,241426,4617,8000,0,4385,54742,5935,10210,4642,33955,2383,89038,2795,75466,0,3965,57302,14199,245586
1976:Q2,247038,4704,8292,0,4140,56945,6264,11408,4935,34338,2383,88961,3033,78580,0,3984,61285,13311,251270
1976:Q3,252645,4619,8531,0,4386,56948,6454,12278,5084,33132,2373,88937,3297,83554,0,4032,65344,14178,256953
1976:Q4,258251,4510,8819,0,4736,57061,6571,13556,4739,32195,2414,90361,3534,86816,0,4130,67289,15397,262636
1977:Q1,263815,4499,9169,0,5319,57712,6683,13405,5530,32094,2420,85468,3692,95536,0,4140,73906,17490,268319
1977:Q2,269371,4567,9558,0,5335,60678,6763,14968,5952,32995,2539,88692,3771,94231,0,4284,72454,17493,274002
1977:Q3,274925,4694,9975,0,5803,61815,6785,15060,6716,33254,2486,86742,3771,99639,0,4348,76139,19152,279686
1977:Q4,280474,4835,10411,0,5717,65042,6788,15981,6631,35642,2497,88999,3746,99227,0,4459,75971,18797,285369
1978:Q1,285970,4944,10914,0,6268,65810,6810,16108,6608,36284,2559,87893,3750,103832,0,4551,78536,20745,291052
1978:Q2,291468,5031,11443,0,6136,69581,6801,16639,6570,39571,2647,98659,3750,94221,0,4845,69225,20151,296736
1978:Q3,296943,5119,11930,0,6488,71707,6704,15817,7780,41406,2706,111166,3708,84119,0,5214,57634,21271,302420
1978:Q4,302413,5184,12540,0,6935,73242,6697,17384,6771,42390,2721,108222,3715,89854,0,5270,61726,22858,308103
1979:Q1,307603,5207,13105,0,7253,75696,6956,17795,7718,43227,2798,113778,3862,85904,0,5571,56451,23882,313786
1979:Q2,312773,5189,13609,0,7490,80393,7499,18696,8373,45825,2750,116178,4152,83012,0,5772,52584,24656,319470
1979:Q3,317909,5142,14158,0,7532,85435,8336,19327,9363,48409,2968,124961,4585,73128,0,6095,42358,24675,325153
1979:Q4,323019,5055,14784,0,7768,89483,9238,19496,9796,50953,3139,122806,5066,74918,0,6196,43238,25484,330836
1980:Q1,342758,4919,15280,0,7979,94827,9973,20402,10408,54044,3191,121978,5500,89084,0,6240,56615,26229,351282
1980:Q2,362500,4721,15740,0,8189,101149,10603,22040,11721,56785,3263,138118,5994,85326,0,6761,51791,26774,371728
1980:Q3,382213,4447,16176,0,8485,106896,11190,22927,12829,59950,3471,152506,6655,83577,0,7241,48688,27648,392174
1980:Q4,401892,4162,16868,0,8378,112368,11719,24161,14309,62179,3564,162432,7149,86971,0,7566,52270,27135,412620
1981:Q1,413347,3931,17449,0,8237,116768,12172,25014,15838,63744,3748,164597,7139,91478,0,7697,57205,26576,424946
1981:Q2,424684,3740,17875,0,8355,121499,13072,25907,17882,64638,3871,161203,6556,101585,0,7753,66854,26978,437271
1981:Q3,436054,3571,18529,0,8525,125816,13936,26066,20056,65758,3878,147431,5326,122978,0,7600,87727,27651,449596
1981:Q4,447210,3426,19332,0,8258,132133,14703,35013,15755,66662,3913,159220,4071,116857,0,7953,82357,26547,461922
1982:Q1,459564,2924,20980,0,7728,143095,13185,42026,18644,69240,3913,163046,3928,113950,0,8215,81202,24533,476002
1982:Q2,473031,2818,22808,0,7840,151558,12364,46530,21512,71152,5386,166545,4464,111612,0,8534,78268,24810,490082
1982:Q3,486361,2569,24458,0,8648,158808,10680,50928,23163,74037,6361,193610,5378,86529,0,9410,49752,27367,504162
1982:Q4,499920,2259,26190,0,8705,166638,9122,56378,24958,76180,7770,206075,5835,76448,0,9871,39189,27388,518242
1983:Q1,522698,2113,28350,0,9291,173640,8546,59797,25919,79378,9056,232558,6356,61334,0,10730,21449,29155,542966
1983:Q2,544906,2246,31296,0,10383,178856,9181,62288,26864,80523,9709,263099,6848,42469,0,11738,-1952,32683,567690
1983:Q3,569609,2585,31388,0,10372,189846,10198,66828,28838,83982,10569,257916,6863,60070,0,11868,15612,32590,592414
1983:Q4,593817,2729,32263,0,10596,197037,10348,69999,30334,86356,10124,255389,6909,78770,0,12011,33419,33340,617138
1984:Q1,617601,3076,31889,0,10166,201076,11749,71267,30656,87404,9892,223247,6780,131475,0,11629,87900,31946,639395
1984:Q2,640982,3479,31811,0,9894,196016,13268,69092,29963,83693,9369,212500,6516,171397,0,11259,129024,31114,661652
1984:Q3,662335,3466,34384,0,10593,209897,13303,74072,32294,90228,9041,234086,7275,153593,0,12189,108147,33257,683908
1984:Q4,684499,3297,36053,0,10909,226587,11765,81302,34802,98718,9735,247225,7896,142797,0,12913,95778,34106,706165
1985:Q1,705872,3536,38793,0,11648,225410,11598,84115,36126,93571,11041,269409,8595,137440,0,13761,87249,36430,728422
1985:Q2,727220,3781,42185,0,12448,231090,11541,89579,38977,90993,11804,288607,9391,127914,0,14718,74269,38927,750678
1985:Q3,750825,3821,41777,0,12043,231874,11906,92230,40597,87141,11361,274816,9412,165721,0,14545,113638,37538,772935
1985:Q4,771070,1369,40963,0,13897,240891,14372,96413,52343,77763,11236,335911,5905,120898,81825,11582,-23994,51485,795192
1986:Q1,784754,1209,42027,0,13847,252209,14859,98624,53544,85182,11424,381329,6411,76298,85096,11572,-64626,44256,810618
1986:Q2,798746,1059,44554,0,14260,251944,15877,95137,51665,89265,10989,386742,5928,83270,84829,11557,-56677,43561,826045
1986:Q3,812578,924,46124,0,14345,258647,16572,93878,51082,97115,11005,336326,5059,140148,83393,11542,1995,43218,841472
1986:Q4,826022,796,49621,0,14999,235509,17980,89215,48039,80275,10066,348235,4834,161962,85570,11518,9989,54885,856898
1987:Q1,840946,706,50096,0,15001,227625,19194,85738,46166,76527,8678,446099,6558,86183,92976,11418,-86033,67822,872325
1987:Q2,856060,646,52172,0,15492,230405,21159,79665,53110,76471,7920,461659,8088,79678,94144,11118,-97886,72302,887752
1987:Q3,870912,606,52827,0,15573,235137,22702,81092,54061,77282,7282,477752,9498,72237,97943,10668,-114790,78416,903178
1987:Q4,886523,598,50715,0,14859,241281,23122,83486,55658,79015,6764,322304,7932,242070,91753,10021,83229,57067,918605
1988:Q1,904178,648,47418,0,14676,242778,21238,77707,63579,80254,7864,332725,7903,250166,86580,9321,99994,54271,934032
1988:Q2,920876,898,48951,0,16022,243659,21562,77864,63707,80526,8915,340133,7733,254565,84729,8921,97708,63207,949458
1988:Q3,938386,1698,45478,0,15758,259917,19722,87157,65855,87183,10926,307949,6828,289832,79924,8571,130712,70625,964885
1988:Q4,955263,2526,47255,0,16478,263763,19246,85146,69172,90199,12629,300642,6493,305477,78151,9677,142463,75186,980312
1989:Q1,968857,2926,51069,0,17053,270195,19209,80170,79336,91480,13694,313903,6426,293591,79334,10777,127867,75613,995738
1989:Q2,982817,2726,52792,0,16868,279078,18296,84119,82868,93795,15047,333578,6638,276090,80060,11902,110371,73757,1011165
1989:Q3,996271,2226,57318,0,17731,287011,18481,87436,85768,95326,16377,375207,7000,233401,82726,13052,73173,64450,1026592
1989:Q4,1010480,1557,56858,0,16755,299713,16755,93036,90951,98971,18238,358912,6783,251664,80124,14118,88986,68436,1042018
1990:Q1,1026531,1157,55257,0,16289,302463,16289,84536,101376,100262,18314,345961,6327,280763,76413,15068,127000,62282,1057445
1990:Q2,1042400,957,54590,0,16172,312956,16172,87813,105057,103914,18845,375936,7306,255638,77624,15518,99271,63225,1072872
1990:Q3,1058369,1057,53645,0,15932,322786,15932,90950,108567,107337,19335,305891,6069,333654,73369,16068,187152,57065,1088298
1990:Q4,1074363,1038,51312,0,15026,330218,15026,93594,111474,110124,19708,341438,6776,308847,73601,16921,174506,43819,1103725
1991:Q1,1090235,1028,50913,0,14548,338596,14548,84516,124690,114842,18061,405234,8483,253372,74711,18671,117843,42147,1119152
1991:Q2,1106007,1013,52144,0,14875,337794,14875,83514,122977,116428,16102,403130,8956,271993,72979,21171,129970,47873,1134578
1991:Q3,1121534,998,53432,0,15279,350299,15279,86047,126568,122405,14815,422868,10667,253176,74852,23421,107363,47540,1150005
1991:Q4,1136759,988,56770,0,16863,349754,16863,84682,124312,123897,12957,458593,11423,229411,77303,25084,85105,41919,1165432
1992:Q1,1153051,985,54054,0,16453,355998,16453,73851,136317,129377,12175,436072,12416,264898,75006,26491,131381,32020,1180874
1992:Q2,1169411,995,52020,0,16382,359318,16382,73470,135552,133914,11296,442566,13664,273170,74346,27833,134203,36788,1196316
1992:Q3,1186062,1007,49606,0,15971,365799,15971,73865,136225,139738,10583,447342,13614,282140,71438,29200,146234,35268,1211757
1992:Q4,1202732,1012,47638,0,15799,369967,15799,73658,135780,144730,9850,484519,15619,258328,69589,30651,122872,35216,1227199
1993:Q1,1218510,1006,49348,0,15992,379614,15992,63520,150715,149387,9720,521086,16963,224781,70892,32218,84636,37035,1242641
1993:Q2,1234565,994,50650,0,15835,383850,15835,63924,151797,152294,9445,519917,18446,235428,68911,33985,96157,36375,1258083
1993:Q3,1250429,977,51833,0,15575,394502,15575,73601,147850,157476,9354,534801,20449,222938,69361,35952,82356,35269,1273525
1993:Q4,1266032,1007,54087,0,15782,394298,15782,68061,151727,158728,8450,555640,22346,214422,69703,38019,70923,35777,1288967
1994:Q1,1280833,1130,55753,0,14428,393894,14428,65286,155393,158787,7921,529828,23076,254803,67322,39819,118265,29397,1304409
1994:Q2,1295330,1302,57719,0,13345,407497,13345,69228,164730,160194,7498,530198,24043,253728,67523,41419,109858,34928,1319851
1994:Q3,1310122,1475,59848,0,12406,423107,12406,75547,176276,158878,6850,571487,26616,208333,67837,42819,60706,36971,1335293
1994:Q4,1313596,1794,67149,0,11594,433604,11594,78177,182413,161420,4701,559881,39041,195832,79223,44194,37632,34783,1350735
1995:Q1,1328168,1860,69171,0,11487,439727,11487,78716,183562,165962,4730,601445,47207,152541,80371,44604,-6899,34465,1366177
1995:Q2,1342737,1929,71244,0,11379,443830,11379,78870,183814,169767,4759,646776,55424,107396,81475,45015,-53241,34147,1381619
1995:Q3,1357308,1998,73344,0,11272,449016,11272,79208,184492,174044,4788,677526,62654,76710,81695,45425,-84239,33829,1397061
1995:Q4,1371880,2067,75421,0,11164,455325,11164,79732,185607,178822,4817,688790,68461,65835,80730,45836,-94242,33511,1412503
1996:Q1,1386452,2140,78875,0,12007,456851,12007,79217,184298,181329,4846,701646,73480,56607,83129,46246,-108811,36043,1427945
1996:Q2,1401023,2211,82295,0,12850,461991,12850,79334,184461,185346,4874,710730,78362,47710,85418,46656,-122939,38575,1443387
1996:Q3,1415594,2282,85739,0,13692,451906,13692,76323,179829,182062,4904,725803,83086,48182,89584,47066,-129575,41107,1458829
1996:Q4,1430165,2217,89686,0,14171,444073,14171,74652,173319,181931,4860,764300,91043,19815,89862,47475,-160067,42545,1474271
1997:Q1,1444725,2431,94688,0,13746,451597,13747,75372,174892,187586,4892,731767,94364,51240,87358,49612,-127007,41277,1489713
1997:Q2,1459268,2537,98859,0,14074,460039,14075,76116,176518,193330,4925,829675,107880,-58721,90645,50768,-242400,42266,1505155
1997:Q3,1473792,2871,103437,0,13897,469528,13899,77121,178756,199752,4976,877379,118122,-116418,90906,51920,-300984,41740,1520597
1997:Q4,1488970,2640,106442,0,14238,480894,14243,77871,180398,208382,5360,843991,122308,-86903,92046,52847,-274568,42772,1536039
1998:Q1,1520070,2758,110893,0,14308,472200,14320,72248,175648,209984,5340,940549,137588,-163566,95951,55560,-358074,42997,1568080
1998:Q2,1551150,2872,115152,0,14356,461298,14383,67462,172346,207107,5333,910477,141002,-99340,93780,58248,-294535,43167,1600120
1998:Q3,1582208,2985,119113,0,14361,453449,14419,62277,167403,209350,5330,782228,135172,69570,89002,60807,-123470,43231,1632160
1998:Q4,1609962,3197,122885,0,14279,457570,14390,57247,162157,223776,4984,949139,156608,-98700,95114,60883,-297768,43071,1664201
1999:Q1,1631645,2640,119649,0,14456,472596,14656,61258,168252,228430,4985,934231,166351,-83263,94937,60481,-283670,44989,1687062
1999:Q2,1653319,2840,115859,0,14486,499175,14824,69067,176651,238633,4987,963493,176580,-124101,94760,59226,-325878,47791,1709924
1999:Q3,1674984,2991,111134,0,14333,518396,14870,76044,182552,244930,4988,862853,175421,-15132,89583,56901,-211751,50135,1732785
1999:Q4,1697921,3419,103181,0,13971,546603,14776,75893,192606,263328,4989,1006300,198960,-179502,91906,53359,-376724,51957,1755646
2000:Q1,1716714,3541,100533,0,12695,530498,13839,73413,187784,255462,4893,1111274,214224,-260944,94031,51417,-454188,47796,1773238
2000:Q2,1737560,3746,91708,0,10719,504534,12263,71437,179472,241362,4629,1091678,224427,-193881,90903,44945,-373000,43271,1790830
2000:Q3,1760457,4201,85236,0,8099,472271,10086,67182,171505,223498,4279,1123072,243785,-180486,90340,40198,-347066,36042,1808422
2000:Q4,1785407,4653,79471,0,4933,424170,7371,64220,155330,197249,3728,1075978,236373,-43899,86127,35969,-193580,27585,1826014
2001:Q1,1813914,4762,68292,0,6499,437989,9361,68685,170239,189704,4582,959239,189862,142689,79575,27770,2718,32626,1861617
2001:Q2,1850067,4902,61232,0,5347,428276,8567,67620,167336,184753,4498,1051388,180257,114167,79265,22592,-16820,29130,1897220
2001:Q3,1886093,5070,52995,0,4320,419020,7797,66279,163792,181152,4397,933449,163762,303080,66630,16551,193668,26231,1932822
2001:Q4,1921893,5260,44347,0,3467,403952,7077,63867,157088,175920,4353,1060684,180811,219019,72357,10208,111657,24797,1968425
