date,FU544090085.Q,FU543020083.Q,FU543034385.Q,FU544022085.Q,FU543069183.Q,FU543061183.Q,FU543061783.Q,FU543062083.Q,FU543063085.Q,FU544023085.Q,FU543069483.Q,FU543065083.Q,FU543064185.Q,FU543064385.Q,FU543040085.Q,FU543050085.Q,FU543070085.Q,FU543090085.Q,FU544190085.Q,FU543140085.Q,FU543150085.Q,FU543170085.Q,FU543190085.Q
1957:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988:Q1,405,-156,0,1315,807,111,91,4,302,87,0,87,-66,0,0,0,0,-775,792,229,5230,0,-4667
1988:Q2,504,6,0,826,487,74,61,3,201,99,0,99,-691,0,0,0,0,264,3559,1105,3775,0,-1321
1988:Q3,621,-65,0,1132,915,47,39,2,129,106,0,106,278,0,0,0,0,-830,1323,889,5017,0,-4583
1988:Q4,4748,83,0,1,-388,85,70,4,230,166,0,166,-58,0,0,0,0,4556,5044,821,929,0,3294
1989:Q1,6891,-138,0,1433,497,204,168,8,556,-111,42,-153,2627,0,0,0,0,3080,7462,656,3371,0,3435
1989:Q2,6072,-8,0,160,-1203,297,245,12,809,-100,43,-143,2392,0,0,0,0,3628,7302,642,5813,0,847
1989:Q3,5239,-34,0,464,-426,194,160,8,528,-104,43,-147,3176,0,0,0,0,1737,5931,522,3569,0,1840
1989:Q4,7495,-11,0,1257,226,225,185,9,612,-83,46,-129,3005,0,0,0,0,3327,9345,822,8021,0,502
1990:Q1,6932,1,115,1642,-223,406,335,16,1108,23,19,4,1952,692,0,0,0,2507,7447,655,3665,0,3127
1990:Q2,701,10,101,3057,1248,394,325,16,1074,-7,14,-21,1842,1211,0,0,0,-5513,2257,198,3703,0,-1644
1990:Q3,11585,9,714,2651,720,421,347,17,1146,-71,0,-71,1787,453,0,0,0,6042,11583,1019,4614,0,5950
1990:Q4,83,11,114,1033,-620,360,297,14,982,-52,11,-63,1259,595,0,0,0,-2877,964,84,870,0,10
1991:Q1,6525,-19,1182,5262,1467,827,682,33,2253,207,24,183,-8758,893,0,0,0,7758,-10358,-911,-8055,0,-1392
1991:Q2,10886,-25,96,4954,562,957,789,39,2607,221,15,206,2410,1050,0,0,0,2180,14417,1268,11879,0,1270
1991:Q3,8896,-15,-375,4441,765,801,661,32,2182,165,19,146,529,1755,0,0,0,2396,9514,837,6580,0,2097
1991:Q4,2442,-32,-364,1124,-2573,806,664,32,2195,12,12,0,2382,2378,0,0,0,-3058,19831,1744,17184,0,903
1992:Q1,10268,9,302,3384,958,529,436,21,1440,-30,8,-38,1567,3160,0,0,0,1876,6307,554,4649,0,1104
1992:Q2,9025,4,-290,3057,466,564,465,23,1539,-73,11,-84,1792,3283,0,0,0,1252,6773,596,5543,0,634
1992:Q3,6589,-4,-119,2711,-127,619,510,25,1684,-90,13,-103,431,2886,0,0,0,774,4366,384,5220,0,-1238
1992:Q4,3183,-6,-343,2073,-709,606,500,24,1652,-112,19,-131,1830,3322,0,0,0,-3581,13606,1196,16193,0,-3783
1993:Q1,14004,72,-478,4170,1142,660,544,26,1798,53,5,48,2330,5317,0,0,0,2540,11900,1047,9054,0,1799
1993:Q2,17051,75,-51,3897,1181,592,488,24,1612,51,5,46,2530,6379,0,0,0,4170,13852,1219,12374,0,259
1993:Q3,13363,78,234,2794,-270,667,551,27,1819,14,10,4,3362,9310,0,0,0,-2429,19696,1732,18269,0,-305
1993:Q4,13276,80,76,2113,-23,466,384,18,1268,-65,10,-75,2948,7997,0,0,0,127,17013,1497,13955,0,1561
1994:Q1,17752,15,1366,1628,920,154,126,7,421,270,108,162,3405,6916,0,0,0,4152,12489,1098,6864,0,4527
1994:Q2,6250,14,667,-282,146,-93,-76,-4,-255,285,118,167,2841,6194,0,0,0,-3469,10850,954,6525,0,3371
1994:Q3,5449,14,196,1481,1126,77,64,3,211,280,118,162,2268,3743,0,0,0,-2533,7220,635,6936,0,-351
1994:Q4,10366,14,437,244,199,10,7,1,27,305,124,181,2155,3380,0,0,0,3831,6672,587,-4584,0,10669
1995:Q1,15775,-10,-368,6484,545,1294,1067,52,3526,333,264,69,-64,3182,0,0,0,6218,8374,737,9873,0,-2236
1995:Q2,5165,-11,847,5291,-603,1284,1060,51,3499,330,272,58,-3247,8192,0,0,0,-6237,15433,1356,20885,0,-6808
1995:Q3,9286,-11,226,4557,69,978,806,39,2665,389,294,95,-2151,5897,0,0,0,379,11728,1033,14191,0,-3496
1995:Q4,17052,-12,302,1957,-3440,1177,970,48,3202,317,361,-44,-3323,8367,0,0,0,9444,15833,1391,14847,0,-405
1996:Q1,13509,68,668,3048,3273,-50,-40,-2,-133,20,97,-77,3059,10069,0,0,0,-3423,15752,1386,15151,0,-785
1996:Q2,11848,75,585,169,1451,-279,-231,-11,-761,-21,77,-98,1814,11276,0,0,0,-2050,15526,1366,14616,0,-456
1996:Q3,18946,69,623,1734,104,355,293,14,968,-69,117,-186,1763,9661,0,0,0,5165,13623,1198,10355,0,2070
1996:Q4,15938,6,665,193,-1393,458,283,11,834,-79,17,-96,1739,9097,0,0,0,4317,12609,1109,17213,0,-5713
1997:Q1,34943,-172,1285,3695,1411,467,457,17,1343,236,65,171,2603,10349,0,0,0,16947,7394,650,11435,0,-4691
1997:Q2,-615,96,-191,3303,-169,747,670,28,2027,258,61,197,1092,9900,0,0,0,-15073,4585,403,13523,0,-9341
1997:Q3,10381,-79,-545,2781,813,332,382,13,1241,176,40,136,1030,12314,0,0,0,-5296,6059,533,12586,0,-7060
1997:Q4,36495,797,260,402,-819,499,370,-14,366,209,4,205,1233,10237,0,0,0,23357,29207,504,3281,0,25422
1998:Q1,25288,175,393,6052,2091,-259,1417,42,2761,875,296,579,2852,11943,0,0,0,2998,24270,3948,31249,0,-10927
1998:Q2,23522,69,1831,4734,823,-343,1456,43,2755,343,116,227,979,14653,0,0,0,913,23340,4384,30138,0,-11182
1998:Q3,15959,-112,3951,2777,-1338,-374,1544,45,2900,-559,-189,-370,2238,8529,0,0,0,-865,16384,2749,8467,0,5168
1998:Q4,26566,-558,-509,7460,4068,-573,1451,39,2475,-623,-555,-68,750,7257,0,0,0,12789,26125,2538,28054,0,-4467
1999:Q1,13697,3,2372,1678,-110,-823,1151,60,1400,270,79,191,7907,8513,0,0,0,-7046,13299,3506,2019,0,7774
1999:Q2,13653,67,709,1978,1482,-1043,884,49,606,-219,144,-363,6063,10264,0,0,0,-5209,13663,3843,17092,0,-7272
1999:Q3,19544,-24,4676,-463,-523,-1113,786,45,342,-159,-51,-108,5689,6264,0,0,0,3561,19886,2549,-842,0,18179
1999:Q4,3082,64,985,3509,-333,-610,1651,85,2716,-883,-1032,149,6423,14018,0,0,0,-21034,2784,5292,38896,0,-41404
2000:Q1,17799,1,-2011,4583,1551,-55,1212,-108,1983,151,1,150,-987,21064,0,69,21,-5092,16761,4730,36523,21,-24513
2000:Q2,19919,12,-773,859,-1009,-66,1189,-112,857,205,0,205,-587,15138,0,68,20,4977,22690,3233,14672,20,4765
2000:Q3,22332,-1,138,337,-1401,-125,1139,-119,843,-99,-300,201,-600,11688,0,69,20,10780,17976,2598,16555,20,-1197
2000:Q4,17679,-77,2307,2505,445,-51,1299,-125,937,477,166,311,564,9530,0,68,21,2284,14871,1993,6152,21,6705
2001:Q1,11128,-843,6776,372,-2138,-913,1624,0,1799,181,-3,184,-1545,1140,0,49,5,4993,7678,1691,119,5,5863
2001:Q2,7542,760,-2549,1185,-1024,-922,1609,0,1522,99,0,99,-308,12251,0,50,4,-3950,12192,16485,4313,4,-8610
2001:Q3,17075,4055,7975,1975,20,-944,1598,3,1298,209,1,208,1413,-3193,0,48,6,4587,10890,-3927,1234,6,13577
2001:Q4,184,5789,-1267,3336,99,-587,1783,-2,2043,101,-123,224,-567,10395,0,52,1,-17656,10128,14385,3345,1,-7603
2002:Q1,-3515,-28,115,4663,-167,1225,2777,-67,895,204,116,88,2594,10661,0,80,26,-21830,-3286,8269,8141,26,-19722
2002:Q2,14176,9,1759,2037,-2005,943,2293,-66,872,108,1,107,4483,2376,0,80,30,3294,14278,6308,-3551,30,11491
2002:Q3,4077,13,3372,10289,5082,1235,2854,-65,1183,110,1,109,-2822,-11828,0,78,30,4835,4036,-9156,-1702,30,14864
2002:Q4,1580,-81,-1952,5562,-1737,1828,3938,-59,1592,-147,-310,163,5246,4536,0,81,24,-11689,1113,10788,2737,24,-12436
2003:Q1,9443,76,-436,-1371,-1309,-389,-882,81,1128,-8,-55,47,-76,1255,0,-44,-18,10065,9443,562,-16753,-18,25652
2003:Q2,17066,1003,-4428,-798,-1024,-393,-791,85,1325,-6,-51,45,53,12953,0,-40,-24,8353,16802,8125,1117,-24,7584
